Date,Name,Item
2024-01-09,Burkinafaso,Wraith Blade
2024-01-23,Bli,Band of Unnatural Forces
2024-01-23,Pogg,Band of Unnatural Forces
2024-01-23,Kurdinn,Band of the Inevitable
2024-01-23,Waumbek,Belt of the Grand Crusader
2024-01-23,Dreamer,Cloak of Suturing
2024-01-23,Briseis,Cloak of the Necropolis
2024-01-23,Holyrolled,Corrupted Ashbringer
2024-01-23,Airz,Desecrated Headpiece
2024-01-23,Bojjo,Desecrated Robe
2024-01-23,Burkinafaso,Desecrated Robe
2024-01-23,Impax,Desecrated Robe
2024-01-23,Thurgood,Desecrated Robe
2024-01-23,Impax,Desecrated Sandals
2024-01-23,Gome,Doomfinger
2024-01-23,Dreamer,Eye of the Dead
2024-01-23,Integrity,Eye of the Dead
2024-01-23,Skiiska,Eye of the Dead
2024-01-23,Gome,Gem of Trapped Innocents
2024-01-23,Branremix,Girdle of the Mentor
2024-01-23,Branremix,Girdle of the Mentor
2024-01-23,Chims,Girdle of the Mentor
2024-01-23,Holyrolled,Hammer of the Twisting Nether
2024-01-23,Prunes,Hammer of the Twisting Nether
2024-01-23,Prunes,Hammer of the Twisting Nether
2024-01-23,Thurgood,Hammer of the Twisting Nether
2024-01-23,Dirtydeeds,Harbinger of Doom
2024-01-23,Checkursix,"Iblis, Blade of the Fallen Seraph"
2024-01-23,Thorgena,Kingsfall
2024-01-23,Abusementprk,Kiss of the Spider
2024-01-23,Alpineey,Kiss of the Spider
2024-01-23,Chims,Kiss of the Spider
2024-01-23,Cleavadge,Kiss of the Spider
2024-01-23,Knumb,Kiss of the Spider
2024-01-23,Mcballs,Kiss of the Spider
2024-01-23,Nineteenalt,Kiss of the Spider
2024-01-23,Nineteenalt,Kiss of the Spider
2024-01-23,Rootz,Leggings of Apocalypse
2024-01-23,Burkinafaso,Leggings of Polarity
2024-01-23,Tavesty,Legplates of Carnage
2024-01-23,Thorgena,Legplates of Carnage
2024-01-23,Airz,Might of Menethil
2024-01-23,Cleavadge,Might of the Scourge
2024-01-23,Rootz,Might of the Scourge
2024-01-23,Ruug,Nerubian Slavemaker
2024-01-23,Knumb,Plated Abomination Ribcage
2024-01-23,Tavesty,Plated Abomination Ribcage
2024-01-23,Baalthazar,Rime Covered Mantle
2024-01-23,Gandal,Ring of Faith
2024-01-23,Skiiska,Ring of Faith
2024-01-23,Briseis,Sapphiron's Left Eye
2024-01-23,Kurdinn,Seal of the Damned
2024-01-23,Uwudaddy,Seal of the Damned
2024-01-23,Integrity,Shield of Condemnation
2024-01-23,Bli,Shroud of Dominion
2024-01-23,Pogg,Shroud of Dominion
2024-01-23,Ratbag,Shroud of Dominion
2024-01-23,Abusementprk,Slayer's Crest
2024-01-23,Checkursix,Slayer's Crest
2024-01-23,Farquaad,Slayer's Crest
2024-01-23,Farquaad,Slayer's Crest
2024-01-23,Mcballs,Slayer's Crest
2024-01-23,Ratbag,Slayer's Crest
2024-01-23,Mistaveeb,Soulstring
2024-01-23,Hegrid,Staff Head of Atiesh
2024-01-23,Hegrid,Staff Head of Atiesh
2024-01-23,Dirtydeeds,Stormrage's Talisman of Seething
2024-01-23,Mictlantecuh,The Castigator
2024-01-23,Waumbek,The End of Dreams
2024-01-23,Mictlantecuh,The Phylactery of Kel'Thuzad
2024-01-23,Ruug,The Phylactery of Kel'Thuzad
2024-01-23,Baalthazar,The Restrained Essence of Sapphiron
2024-01-23,Gandal,The Restrained Essence of Sapphiron
2024-01-23,Jensin,The Restrained Essence of Sapphiron
2024-01-23,Jensin,The Restrained Essence of Sapphiron
2024-01-23,Uwudaddy,Wand of Fates
2024-01-23,Bojjo,Wraith Blade
2024-01-23,Alpineey,Wristguards of Vengeance
2024-01-23,Mistaveeb,Wristguards of Vengeance
2025-02-18,Gduel,Band of Unanswered Prayers
2025-02-18,Deltgodx,Band of Unnatural Forces
2025-02-18,Mlb,Band of Unnatural Forces
2025-02-18,Rusti,Band of Unnatural Forces
2025-02-18,Saladblesing,Corrupted Ashbringer
2025-02-18,Dalabris,Death's Bargain
2025-02-18,Marbochnk,Desecrated Bindings
2025-02-18,Marbochnk,Desecrated Sandals
2025-02-18,Greybush,Desecrated Shoulderpads
2025-02-18,Arizana,Eye of the Dead
2025-02-18,Branremix,Eye of the Dead
2025-02-18,Kushcloud,Eye of the Dead
2025-02-18,Rootz,Eye of the Dead
2025-02-18,Juka,Gem of Trapped Innocents
2025-02-18,Burkarms,Girdle of the Mentor
2025-02-18,Knumb,Girdle of the Mentor
2025-02-18,Knumb,Girdle of the Mentor
2025-02-18,Mlb,Girdle of the Mentor
2025-02-18,Greybush,Hammer of the Twisting Nether
2025-02-18,Illadelph,Hammer of the Twisting Nether
2025-02-18,Illadelph,Hammer of the Twisting Nether
2025-02-18,Kushcloud,Hammer of the Twisting Nether
2025-02-18,Powerstroke,Hatchet of Sundered Bone
2025-02-18,Huxx,"Iblis, Blade of the Fallen Seraph"
2025-02-18,Huxx,"Iblis, Blade of the Fallen Seraph"
2025-02-18,Pogg,"Iblis, Blade of the Fallen Seraph"
2025-02-18,Powerstroke,Kingsfall
2025-02-18,Vanishh,Kingsfall
2025-02-18,Alpineey,Kiss of the Spider
2025-02-18,Alpineey,Kiss of the Spider
2025-02-18,Glad,Kiss of the Spider
2025-02-18,Glad,Kiss of the Spider
2025-02-18,Rusti,Kiss of the Spider
2025-02-18,Jetrho,Leggings of Apocalypse
2025-02-18,Briseis,Leggings of Polarity
2025-02-18,Flushh,Leggings of Polarity
2025-02-18,Abusementprk,Legplates of Carnage
2025-02-18,Balurn,Legplates of Carnage
2025-02-18,Dalabris,Libram of Light
2025-02-18,Gduel,Libram of Light
2025-02-18,Frostiwarr,Might of Menethil
2025-02-18,Deltgodx,Might of the Scourge
2025-02-18,Arizana,Necklace of Necropsy
2025-02-18,Bli,Necklace of Necropsy
2025-02-18,Bli,Necklace of Necropsy
2025-02-18,Abusementprk,Nerubian Slavemaker
2025-02-18,Balurn,Nerubian Slavemaker
2025-02-18,Pogg,Nerubian Slavemaker
2025-02-18,Saladblesing,Plated Abomination Ribcage
2025-02-18,Trine,Sapphiron's Left Eye
2025-02-18,Jetrho,Shroud of Dominion
2025-02-18,Vanishh,Shroud of Dominion
2025-02-18,Vexhunt,Shroud of Dominion
2025-02-18,Vexhunt,Shroud of Dominion
2025-02-18,Airz,Slayer's Crest
2025-02-18,Branremix,Slayer's Crest
2025-02-18,Burkarms,Slayer's Crest
2025-02-18,Mistaveeb,Slayer's Crest
2025-02-18,Mistaveeb,Slayer's Crest
2025-02-18,Rootz,Slayer's Crest
2025-02-18,Frostiwarr,Soulstring
2025-02-18,Feq,Stormrage's Talisman of Seething
2025-02-18,Madder,Stormrage's Talisman of Seething
2025-02-18,Madder,The Plague Bearer
2025-02-18,Airz,The Restrained Essence of Sapphiron
2025-02-18,Briseis,The Restrained Essence of Sapphiron
2025-02-18,Donzonæq,The Restrained Essence of Sapphiron
2025-02-18,Donzonæq,The Restrained Essence of Sapphiron
2025-02-18,Flushh,The Restrained Essence of Sapphiron
2025-02-18,Hegrid,The Restrained Essence of Sapphiron
2025-02-18,Hegrid,The Restrained Essence of Sapphiron
2025-02-18,Skiiska,The Restrained Essence of Sapphiron
2025-02-18,Trine,The Restrained Essence of Sapphiron
2025-02-18,Skiiska,The Soul Harvester's Bindings
2025-02-18,Juka,Wand of Fates
2025-02-18,Feq,Wristguards of Vengeance
2024-02-20,Gandal,Band of Unanswered Prayers
2024-02-20,Mictlantecuh,Band of Unnatural Forces
2024-02-20,Pogg,Band of Unnatural Forces
2024-02-20,Rootz,Band of Unnatural Forces
2024-02-20,Waumbek,Belt of the Grand Crusader
2024-02-20,Runtzxcookie,Brimstone Staff
2024-02-20,Impax,Cloak of the Necropolis
2024-02-20,Yagå,Corrupted Ashbringer
2024-02-20,Bojjo,Desecrated Robe
2024-02-21,Onefiftyone,Desecrated Shoulderpads
2024-02-20,Gome,Doomfinger
2024-02-20,Gome,Doomfinger
2024-02-20,Integrity,Eye of the Dead
2024-02-20,Mae,Eye of the Dead
2024-02-21,Onefiftyone,Eye of the Dead
2024-02-20,Impax,Gem of Trapped Innocents
2024-02-20,Chims,Girdle of the Mentor
2024-02-20,Prunes,Hammer of the Twisting Nether
2024-02-20,Prunes,Hammer of the Twisting Nether
2024-02-20,Dirtydëëds,Harbinger of Doom
2024-02-20,Rickytanx,Hatchet of Sundered Bone
2024-02-20,Yagå,Hatchet of Sundered Bone
2024-02-20,Alpineey,"Iblis, Blade of the Fallen Seraph"
2024-02-20,Checkursix,"Iblis, Blade of the Fallen Seraph"
2024-02-20,Knumb,Kiss of the Spider
2024-02-20,Rickytanx,Kiss of the Spider
2024-02-20,Runtzxcookie,Leggings of Polarity
2024-02-20,Mistaveeb,Legplates of Carnage
2024-02-20,Airz,Might of Menethil
2024-02-20,Airz,Might of Menethil
2024-02-20,Branremix,Might of Menethil
2024-02-20,Cleavadge,Might of the Scourge
2024-02-20,Farquaad,Might of the Scourge
2024-02-20,Farquaad,Might of the Scourge
2024-02-20,Skiiska,Ring of Faith
2024-02-20,Uwudaddy,Seal of the Damned
2024-02-20,Pogg,Shroud of Dominion
2024-02-20,Checkursix,Slayer's Crest
2024-02-20,Rootz,Slayer's Crest
2024-02-20,Branremix,Stormrage's Talisman of Seething
2024-02-20,Dirtydëëds,Stormrage's Talisman of Seething
2024-02-20,Integrity,Stormrage's Talisman of Seething
2024-02-20,Mictlantecuh,Stormrage's Talisman of Seething
2024-02-20,Alpineey,The Castigator
2024-02-20,Waumbek,The Face of Death
2024-02-20,Chims,The Phylactery of Kel'Thuzad
2024-02-20,Gandal,The Restrained Essence of Sapphiron
2024-02-20,Hegred,The Restrained Essence of Sapphiron
2024-02-20,Hegred,The Restrained Essence of Sapphiron
2024-02-20,Mae,The Restrained Essence of Sapphiron
2024-02-20,Uwudaddy,Wand of Fates
2024-02-20,Skiiska,Wand of the Whispering Dead
2024-02-20,Bojjo,Wraith Blade
2024-02-20,Cleavadge,Wristguards of Vengeance
2024-02-20,Knumb,Wristguards of Vengeance
2024-02-20,Mistaveeb,Wristguards of Vengeance
2025-08-19,Chimpsbald,Band of Unanswered Prayers
2025-08-19,Healsniper,Band of Unanswered Prayers
2025-08-19,Dwamasama,Band of Unnatural Forces
2025-08-19,Huxli,Band of Unnatural Forces
2025-08-19,Moonee,Band of Unnatural Forces
2025-08-19,Rusti,Band of Unnatural Forces
2025-08-19,Magebrained,Cloak of the Necropolis
2025-08-19,Mandraky,Cloak of the Necropolis
2025-08-19,Bravesrrobin,Eye of the Dead
2025-08-19,Bravesrrobin,Eye of the Dead
2025-08-19,Briseis,Eye of the Dead
2025-08-19,Darkwings,Eye of the Dead
2025-08-19,Necropharus,Eye of the Dead
2025-08-19,Necropharus,Eye of the Dead
2025-08-19,Ares,Girdle of the Mentor
2025-08-19,Huxli,Girdle of the Mentor
2025-08-19,Macthorson,Girdle of the Mentor
2025-08-19,Saladbalding,Girdle of the Mentor
2025-08-19,Solidsmtx,Girdle of the Mentor
2025-08-19,Torreypines,Girdle of the Mentor
2025-08-19,Chimpsbald,Hammer of the Twisting Nether
2025-08-19,Patriot,Hammer of the Twisting Nether
2025-08-19,Patriot,Hammer of the Twisting Nether
2025-08-19,Macthorson,Hatchet of Sundered Bone
2025-08-19,Zosokid,"Iblis, Blade of the Fallen Seraph"
2025-08-19,Vazec,Kingsfall
2025-08-19,Dilphiv,Kiss of the Spider
2025-08-19,Dwamasama,Kiss of the Spider
2025-08-19,Microgodx,Kiss of the Spider
2025-08-19,Microgodx,Kiss of the Spider
2025-08-19,Saladbalding,Kiss of the Spider
2025-08-19,Slashi,Kiss of the Spider
2025-08-19,Slashi,Kiss of the Spider
2025-08-19,Abusementprk,Leggings of Apocalypse
2025-08-19,Deadcoiles,Leggings of Polarity
2025-08-19,Abusementprk,Legplates of Carnage
2025-08-19,Andragan,Legplates of Carnage
2025-08-19,Andragan,Legplates of Carnage
2025-08-19,Torreypines,Legplates of Carnage
2025-08-19,Darkwings,Libram of Light
2025-08-19,Healsniper,Libram of Light
2025-08-19,Vazec,Might of the Scourge
2025-08-19,Meco,Nerubian Slavemaker
2025-08-19,Meco,Nerubian Slavemaker
2025-08-19,Thorgenie,Nerubian Slavemaker
2025-08-19,Ares,Plated Abomination Ribcage
2025-08-19,Toxicalover,Plated Abomination Ribcage
2025-08-19,Greybush,Power of the Scourge
2025-08-19,Magebrained,Sapphiron's Left Eye
2025-08-19,Glad,Shroud of Dominion
2025-08-19,Igkidkyuubi,Shroud of Dominion
2025-08-19,Dilphiv,Slayer's Crest
2025-08-19,Madder,Slayer's Crest
2025-08-19,Michaelre,Slayer's Crest
2025-08-19,Moonee,Slayer's Crest
2025-08-19,Rusti,Slayer's Crest
2025-08-19,Greybush,Soulseeker
2025-08-19,Glad,Stormrage's Talisman of Seething
2025-08-19,Madder,Stormrage's Talisman of Seething
2025-08-19,Thorgenie,Stormrage's Talisman of Seething
2025-08-19,Zosokid,Stormrage's Talisman of Seething
2025-08-19,Igkidkyuubi,The Castigator
2025-08-19,Michaelre,The Castigator
2025-08-19,Toxicalover,The Face of Death
2025-08-19,Briseis,The Restrained Essence of Sapphiron
2025-08-19,Kushcloud,The Restrained Essence of Sapphiron
2025-08-19,Kushcloud,The Restrained Essence of Sapphiron
2025-08-19,Mandraky,The Restrained Essence of Sapphiron
2025-08-19,Trine,The Restrained Essence of Sapphiron
2025-08-19,Trine,The Restrained Essence of Sapphiron
2025-08-19,Deadcoiles,Wand of Fates
2025-08-19,Kurdinn,Wand of Fates
2025-08-19,Kurdinn,Wand of Fates
2025-08-19,Solidsmtx,Wristguards of Vengeance
2025-05-20,Crazedeyes,Band of Unanswered Prayers
2025-05-20,Thorgene,Band of Unanswered Prayers
2025-05-20,Donfrye,Band of Unnatural Forces
2025-05-20,Imag,Band of Unnatural Forces
2025-05-20,Madder,Band of Unnatural Forces
2025-05-20,Rusti,Band of Unnatural Forces
2025-05-20,Slashi,Band of Unnatural Forces
2025-05-20,Spach,Band of Unnatural Forces
2025-05-20,Spach,Band of Unnatural Forces
2025-05-20,Holyfist,Cloak of Suturing
2025-05-20,Chimpsmage,Cloak of the Necropolis
2025-05-20,Saladblesing,Corrupted Ashbringer
2025-05-20,Sixerr,Desecrated Breastplate
2025-05-20,Wtbfearward,Desecrated Circlet
2025-05-20,Slink,Desecrated Robe
2025-05-20,Borntodiee,Eye of the Dead
2025-05-20,Briseis,Eye of the Dead
2025-05-20,Darkwings,Eye of the Dead
2025-05-20,Illadelph,Eye of the Dead
2025-05-20,Illadelph,Eye of the Dead
2025-05-20,Mistaveeb,Eye of the Dead
2025-05-20,Mistaveeb,Eye of the Dead
2025-05-20,Ljiangjun,Gem of Trapped Innocents
2025-05-20,Feq,Girdle of the Mentor
2025-05-20,Feq,Girdle of the Mentor
2025-05-20,Huxli,Girdle of the Mentor
2025-05-20,Lastbeath,Girdle of the Mentor
2025-05-20,Borntodiee,Hammer of the Twisting Nether
2025-05-20,Darkwings,Hammer of the Twisting Nether
2025-05-20,Holyfist,Hammer of the Twisting Nether
2025-05-20,Valoriwar,Hatchet of Sundered Bone
2025-05-20,Dilphiv,"Iblis, Blade of the Fallen Seraph"
2025-05-20,Ghili,"Iblis, Blade of the Fallen Seraph"
2025-05-20,Lastbeath,"Iblis, Blade of the Fallen Seraph"
2025-05-20,Nomerdva,"Iblis, Blade of the Fallen Seraph"
2025-05-20,Sixerr,"Iblis, Blade of the Fallen Seraph"
2025-05-20,Orcbane,Kingsfall
2025-05-20,Saladblesing,Leggings of Apocalypse
2025-05-20,Slink,Leggings of Polarity
2025-05-20,Zenz,Legplates of Carnage
2025-05-20,Madder,Might of the Scourge
2025-05-20,Valoriwar,Might of the Scourge
2025-05-20,Bli,Necklace of Necropsy
2025-05-20,Bli,Necklace of Necropsy
2025-05-20,Crazedeyes,Necklace of Necropsy
2025-05-20,Greybush,Necklace of Necropsy
2025-05-20,Reciprocate,Necklace of Necropsy
2025-05-20,Reciprocate,Necklace of Necropsy
2025-05-20,Thorgene,Necklace of Necropsy
2025-05-20,Ghili,Nerubian Slavemaker
2025-05-20,Donfrye,Plated Abomination Ribcage
2025-05-20,Greybush,Resilience of the Scourge
2025-05-20,Wtbfearward,Ring of Faith
2025-05-20,Ignitegodx,Sapphiron's Left Eye
2025-05-20,Ljiangjun,Sapphiron's Left Eye
2025-05-20,Novely,Shroud of Dominion
2025-05-20,Orcbane,Shroud of Dominion
2025-05-20,Glad,Slayer's Crest
2025-05-20,Glad,Slayer's Crest
2025-05-20,Novely,Slayer's Crest
2025-05-20,Rusti,Slayer's Crest
2025-05-20,Slashi,Slayer's Crest
2025-05-20,Alpine,Stormrage's Talisman of Seething
2025-05-20,Alpine,Stormrage's Talisman of Seething
2025-05-20,Jetrho,Stormrage's Talisman of Seething
2025-05-20,Jetrho,Stormrage's Talisman of Seething
2025-05-20,Dilphiv,The Castigator
2025-05-20,Imag,The Castigator
2025-05-20,Nomerdva,The Castigator
2025-05-20,Zenz,The Castigator
2025-05-20,Briseis,The Restrained Essence of Sapphiron
2025-05-20,Chimpsmage,The Restrained Essence of Sapphiron
2025-05-20,Kushcloud,The Restrained Essence of Sapphiron
2025-05-20,Kushcloud,The Restrained Essence of Sapphiron
2025-05-20,Ignitegodx,Wraith Blade
2025-05-20,Huxli,Wristguards of Vengeance
2025-01-07,Greybush,Band of Unanswered Prayers
2025-01-07,Feq,Band of Unnatural Forces
2025-01-07,Knumb,Band of Unnatural Forces
2025-01-07,Michaelre,Band of Unnatural Forces
2025-01-07,Greybush,Cloak of Suturing
2025-01-07,Waumbek,Cloak of the Necropolis
2025-01-07,Waumbek,Cloak of the Necropolis
2025-01-07,Fatperez,Desecrated Circlet
2025-01-07,Skiiska,Doomfinger
2025-01-07,Arizana,Eye of the Dead
2025-01-07,Bli,Eye of the Dead
2025-01-07,Gaussqt,Eye of the Dead
2025-01-07,Snugsafe,Eye of the Dead
2025-01-07,Tezcatlipoca,Eye of the Dead
2025-01-07,Saladbalding,Fortitude of the Scourge
2025-01-07,Yami,Ghoul Skin Tunic
2025-01-07,Frostiwarr,Girdle of the Mentor
2025-01-07,Knumb,Girdle of the Mentor
2025-01-07,Madder,Girdle of the Mentor
2025-01-07,Gaussqt,Hammer of the Twisting Nether
2025-01-07,Gduel,Hammer of the Twisting Nether
2025-01-07,Gduel,Hammer of the Twisting Nether
2025-01-07,Shaala,Hammer of the Twisting Nether
2025-01-07,Shaala,Hammer of the Twisting Nether
2025-01-07,Snugsafe,Hammer of the Twisting Nether
2025-01-07,Burkarms,"Iblis, Blade of the Fallen Seraph"
2025-01-07,Mlb,"Iblis, Blade of the Fallen Seraph"
2025-01-07,Aurel,Kingsfall
2025-01-07,Rogue,"Gressil, Dawn of Ruin"
2025-01-07,Alpineey,Kiss of the Spider
2025-01-07,Alpineey,Kiss of the Spider
2025-01-07,Deltgodx,Kiss of the Spider
2025-01-07,Frostiwarr,Kiss of the Spider
2025-01-07,Glad,Kiss of the Spider
2025-01-07,Glad,Kiss of the Spider
2025-01-07,Rusti,Kiss of the Spider
2025-01-07,Rusti,Kiss of the Spider
2025-01-07,Feq,Leggings of Apocalypse
2025-01-07,Fatperez,Leggings of Polarity
2025-01-07,Abusementprk,Legplates of Carnage
2025-01-07,Vexhunt,Might of the Scourge
2025-01-07,Arizana,Necklace of Necropsy
2025-01-07,Bli,Necklace of Necropsy
2025-01-07,Tezcatlipoca,Necklace of Necropsy
2025-01-07,Pogg,Nerubian Slavemaker
2025-01-07,Rogue,"Gressil, Dawn of Ruin"
2025-01-07,Burkarms,Plated Abomination Ribcage
2025-01-07,Dionefastrgf,Sapphiron's Left Eye
2025-01-07,Trine,Sapphiron's Left Eye
2025-01-07,Prunes,Seal of the Damned
2025-01-07,Prunes,Seal of the Damned
2025-01-07,Abusementprk,Shroud of Dominion
2025-01-07,Checkursix,Shroud of Dominion
2025-01-07,Chims,Shroud of Dominion
2025-01-07,Mistaveeb,Shroud of Dominion
2025-01-07,Airz,Slayer's Crest
2025-01-07,Jetrho,Slayer's Crest
2025-01-07,Jetrho,Slayer's Crest
2025-01-07,Mistaveeb,Slayer's Crest
2025-01-07,Saladbalding,Slayer's Crest
2025-01-07,Vexhunt,Slayer's Crest
2025-01-07,Aurel,Stormrage's Talisman of Seething
2025-01-07,Checkursix,Stormrage's Talisman of Seething
2025-01-07,Chims,Stormrage's Talisman of Seething
2025-01-07,Michaelre,Stormrage's Talisman of Seething
2025-01-07,Pogg,Stormrage's Talisman of Seething
2025-01-07,Deltgodx,The Castigator
2025-01-07,Madder,The Castigator
2025-01-07,Mlb,The Castigator
2025-01-07,Airz,The Restrained Essence of Sapphiron
2025-01-07,Briseis,The Restrained Essence of Sapphiron
2025-01-07,Briseis,The Restrained Essence of Sapphiron
2025-01-07,Donzonæq,The Restrained Essence of Sapphiron
2025-01-07,Donzonæq,The Restrained Essence of Sapphiron
2025-01-07,Skiiska,The Restrained Essence of Sapphiron
2025-01-07,Trine,The Restrained Essence of Sapphiron
2025-01-07,Dionefastrgf,The Soul Harvester's Bindings
2025-01-07,Yami,Wristguards of Vengeance
2024-08-27,Kurdinn,Band of Unanswered Prayers
2024-08-27,Feq,Band of Unnatural Forces
2024-08-27,Toxicalover,Band of Unnatural Forces
2024-08-27,Vanishh,Band of Unnatural Forces
2024-08-27,Ábrams,Band of Unnatural Forces
2024-08-27,Gugsx,Claw of the Frost Wyrm
2024-08-27,Toolbox,Cloak of Suturing
2024-08-27,Hegred,Cloak of the Necropolis
2024-08-27,Hegred,Cloak of the Necropolis
2024-08-27,Scambena,Cloak of the Necropolis
2024-08-27,Coomèr,Desecrated Circlet
2024-08-27,Dionefastrgf,Desecrated Circlet
2024-08-27,Dionefastrgf,Desecrated Robe
2024-08-27,Gandal,Doomfinger
2024-08-27,Bli,Eye of the Dead
2024-08-27,Bli,Eye of the Dead
2024-08-27,Lilanni,Eye of the Dead
2024-08-27,Maidenn,Eye of the Dead
2024-08-27,Mistav,Eye of the Dead
2024-08-27,Shaala,Eye of the Dead
2024-08-27,Shaala,Eye of the Dead
2024-08-27,Scambena,Gem of Trapped Innocents
2024-08-27,Abusementprk,Girdle of the Mentor
2024-08-27,Banjotooie,Girdle of the Mentor
2024-08-27,Anaomil,Hammer of the Twisting Nether
2024-08-27,Lilanni,Hammer of the Twisting Nether
2024-08-27,Maidenn,Hammer of the Twisting Nether
2024-08-27,Mistav,Hammer of the Twisting Nether
2024-08-27,Saladblesing,Hammer of the Twisting Nether
2024-08-27,Saladblesing,Hammer of the Twisting Nether
2024-08-27,Yasuke,Hatchet of Sundered Bone
2024-08-27,Finesse,"Iblis, Blade of the Fallen Seraph"
2024-08-27,Gugsx,Kingsfall
2024-08-27,Yasuke,Kingsfall
2024-08-27,Alpineey,Kiss of the Spider
2024-08-27,Banjotooie,Kiss of the Spider
2024-08-27,Checkursix,Kiss of the Spider
2024-08-27,Glad,Kiss of the Spider
2024-08-27,Knumb,Kiss of the Spider
2024-08-27,Mictlantecuh,Kiss of the Spider
2024-08-27,Pogg,Kiss of the Spider
2024-08-27,Toxicalover,Kiss of the Spider
2024-08-27,Chimpsmage,Leggings of Polarity
2024-08-27,Donzonæq,Leggings of Polarity
2024-08-27,Critzmcgee,Legplates of Carnage
2024-08-27,Knumb,Legplates of Carnage
2024-08-27,Impax,Loatheb's Reflection
2024-08-27,Checkursix,Might of the Scourge
2024-08-27,Vanishh,Might of the Scourge
2024-08-27,Waumbek,Misplaced Servo Arm
2024-08-27,Finesse,Nerubian Slavemaker
2024-08-27,Ábrams,Plated Abomination Ribcage
2024-08-27,Waumbek,Power of the Scourge
2024-08-27,Chimpsmage,Sapphiron's Left Eye
2024-08-27,Donzonæq,Sapphiron's Left Eye
2024-08-27,Gandal,Seal of the Damned
2024-08-27,Anaomil,Shield of Condemnation
2024-08-27,Bethaylorn,Shroud of Dominion
2024-08-27,Feq,Shroud of Dominion
2024-08-27,Glad,Slayer's Crest
2024-08-27,Jetrho,Slayer's Crest
2024-08-27,Jetrho,Slayer's Crest
2024-08-27,Pogg,Slayer's Crest
2024-08-27,Rootz,Slayer's Crest
2024-08-27,Rootz,Slayer's Crest
2024-08-27,Coomèr,Spire of Twilight
2024-08-27,Alpineey,Stormrage's Talisman of Seething
2024-08-27,Mictlantecuh,Stormrage's Talisman of Seething
2024-08-27,Bethaylorn,The Castigator
2024-08-27,Critzmcgee,The Castigator
2024-08-27,Nineteenalt,The Face of Death
2024-08-27,Burkinn,The Restrained Essence of Sapphiron
2024-08-27,Burkinn,The Restrained Essence of Sapphiron
2024-08-27,Kurdinn,The Restrained Essence of Sapphiron
2024-08-27,Supgap,The Restrained Essence of Sapphiron
2024-08-27,Supgap,The Restrained Essence of Sapphiron
2024-08-27,Impax,Veil of Eclipse
2024-08-27,Toolbox,Warmth of Forgiveness
2024-08-27,Abusementprk,Wristguards of Vengeance
2024-08-27,Nineteenalt,Wristguards of Vengeance
2025-01-14,Airz,Band of Unanswered Prayers
2025-01-14,Greybush,Band of Unanswered Prayers
2025-01-14,Michaelre,Band of Unnatural Forces
2025-01-14,Greybush,Cloak of Suturing
2025-01-14,Waumbek,Cloak of the Necropolis
2025-01-14,Waumbek,Cloak of the Necropolis
2025-01-14,Onefiftyone,Crystal Webbed Robe
2025-01-14,Fatperez,Desecrated Circlet
2025-01-14,Skiiska,Doomfinger
2025-01-14,Arizana,Eye of the Dead
2025-01-14,Bli,Eye of the Dead
2025-01-14,Bli,Eye of the Dead
2025-01-14,Briseis,Eye of the Dead
2025-01-14,Rootz,Eye of the Dead
2025-01-14,Snugsafe,Eye of the Dead
2025-01-14,Burkarms,Girdle of the Mentor
2025-01-14,Feq,Girdle of the Mentor
2025-01-13,Frostiwarr,Girdle of the Mentor
2025-01-14,Knumb,Girdle of the Mentor
2025-01-14,Mlb,Girdle of the Mentor
2025-01-14,Gandal,Hailstone Band
2025-01-14,Gduel,Hammer of the Twisting Nether
2025-01-14,Gduel,Hammer of the Twisting Nether
2025-01-14,Shaala,Hammer of the Twisting Nether
2025-01-14,Shaala,Hammer of the Twisting Nether
2025-01-14,Mlb,"Iblis, Blade of the Fallen Seraph"
2025-01-14,Rogue,"Gressil, Dawn of Ruin"
2025-01-14,Alpineey,Kiss of the Spider
2025-01-14,Alpineey,Kiss of the Spider
2025-01-14,Checkursix,Kiss of the Spider
2025-01-14,Deltgodx,Kiss of the Spider
2025-01-13,Frostiwarr,Kiss of the Spider
2025-01-14,Gaussxo,Kiss of the Spider
2025-01-14,Glad,Kiss of the Spider
2025-01-14,Glad,Kiss of the Spider
2025-01-14,Microgodx,Kiss of the Spider
2025-01-14,Rusti,Kiss of the Spider
2025-01-14,Rusti,Kiss of the Spider
2025-01-14,Sunderzz,Leggings of Apocalypse
2025-01-14,Gandal,Leggings of Polarity
2025-01-14,Abusementprk,Legplates of Carnage
2025-01-14,Feq,Might of the Scourge
2025-01-14,Arizana,Necklace of Necropsy
2025-01-14,Pogg,Nerubian Slavemaker
2025-01-14,Rogue,"Gressil, Dawn of Ruin"
2025-01-14,Gaussxo,Plated Abomination Ribcage
2025-01-14,Onefiftyone,Preceptor's Hat
2025-01-14,Snugsafe,Ring of Faith
2025-01-14,Dionefastrgf,Sapphiron's Left Eye
2025-01-14,Trine,Sapphiron's Left Eye
2025-01-14,Abusementprk,Shroud of Dominion
2025-01-14,Checkursix,Shroud of Dominion
2025-01-14,Chims,Shroud of Dominion
2025-01-14,Mistaveeb,Shroud of Dominion
2025-01-14,Airz,Slayer's Crest
2025-01-14,Burkarms,Slayer's Crest
2025-01-14,Mistaveeb,Slayer's Crest
2025-01-14,Rootz,Slayer's Crest
